필지고유번호(PNU),주소,도로명 주소
4.21303E+18,소초면 평장리 258,평장안골1길 119
4.21303E+18,소초면 평장리 83-1,평장안골1길 167
4.21303E+18,소초면 흥양리 582,하초구길 103-11
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21301E+18,단구동 161-2,홍판서길 82-1
4.21301E+18,행구동 1549,화실유암길 92-29
4.21304E+18,신림면 구학리 602-1,황학길 23-37
4.21304E+18,신림면 금창리 52-1,흑천길 71-14
4.21301E+18,태장동 1054-49,흥양로18번길 19-33
4.21301E+18,태장동 2793,흥양로51번길 40
4.21301E+18,태장동 2793,흥양로51번길 40
4.21301E+18,태장동 2793,흥양로51번길 40
4.21304E+18,흥업면 매지리 153-30,분지동1길 46
4.21303E+18,호저면 무장리 604,호매곡1길 302
4.21303E+18,호저면 주산리 1083,호매곡1길 137
4.21301E+18,무실동 1857-16,능라동길 31
4.21301E+18,무실동 1833-8,봉바위길 22
4.21304E+18,흥업면 대안리 779-38,대안천길 52-15
4.21301E+18,반곡동 2007-12,해오름1길 15-2
4.21301E+18,반곡동 1995-22,해오름2길 49
4.21301E+18,반곡동 1995-14,해오름2길 41
4.21301E+18,반곡동 2031-5,달마중2길 5-4
4.21301E+18,반곡동 2027-3,달마중3길 6-3
4.21303E+18,지정면 가곡리 1436-7,능마루길 23-1
4.21301E+18,단구동 851-58,우러리길 11
4.21301E+18,단구동 851-44,우러리길 13
4.21301E+18,단계동 1221,서원대로 35
4.21304E+18,신림면 구학리 258-3,구학산로 1579
4.21304E+18,신림면 황둔리 1724-65,신림황둔로 557-5
4.21304E+18,신림면 황둔리 1536-1,신림황둔로 693
4.21304E+18,신림면 성남리 116-2,신림황둔로 282
4.21304E+18,신림면 신림리 158-53,신림황둔로 164-21
4.21303E+18,지정면 월송리 123,월송석화로 540
4.21303E+18,지정면 월송리 992,월송석화로 570
4.21303E+18,지정면 월송리 925-3,월송석화로 516
4.21303E+18,지정면 월송리 904-12,월송석화로 396
4.21303E+18,지정면 월송리 535-5,월송석화로 72
4.21303E+18,소초면 장양리 1254-13,가현로 354
4.21301E+18,가현동 260,가현로 186
4.21301E+18,단구동 227-16,강변로 315
4.21304E+18,부론면 노림리 1304,견훤로 689-34
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21303E+18,문막읍 후용리 1534-1,견훤로 941-102
4.21303E+18,문막읍 후용리 1007,견훤로 1079-27
4.21304E+18,흥업면 흥업리 1848-1,남원로 20-3
4.21304E+18,흥업면 흥업리 727-2,남원로 111-21
4.21304E+18,흥업면 흥업리 727-2,남원로 111-21
4.21301E+18,단구동 1433-1,늘품로 187-59
4.21301E+18,단구동 686-5,단구로 312
4.21304E+18,흥업면 대안리 1991-24,대안로 511-22
4.21304E+18,흥업면 대안리 1-8,대안로 1032
4.21301E+18,반곡동 1184-6,동부순환로 35-5
4.21301E+18,행구동 1779-9,동부순환로 325-11
4.21301E+18,행구동 1689,동부순환로 261
4.21301E+18,행구동 1579,동부순환로 338-46
4.21303E+18,문막읍 동화리 1039-29,동화공단로 174-13
4.21303E+18,문막읍 동화리 1039,동화공단로 174-15
4.21301E+18,무실동 412,만대로 16-6
4.21303E+18,호저면 매호리 782,매호로 143
4.21303E+18,호저면 매호리 505-3,매호로 95-1
4.21301E+18,단계동 533-11,봉화로 169
4.21304E+18,부론면 정산리 2061-16,부론로 247
4.21304E+18,부론면 정산리 1599-2,부론로 544
4.21304E+18,부론면 법천리 1210-8,부론로 146-6
4.21304E+18,흥업면 사제리 820,사제로 339-23
4.21303E+18,소초면 평장리 1289-1,섬배로 177-12
4.21301E+18,무실동 1724-2,시청로 15-1
4.21303E+18,지정면 신평리 187-12,신무로 52-10
4.21303E+18,문막읍 건등리 332-1,왕건로 33-36
4.21303E+18,문막읍 동화리 1542-7,왕건로 44
4.21303E+18,호저면 만종리 30-15,우무개로 283
4.21301E+18,우산동 218-22,우무개로 79
4.21301E+18,행구동 392-21,운곡로 261-2
4.21301E+18,행구동 386-9,운곡로 264-4
4.21304E+18,흥업면 사제리 200-23,원문로 777
4.21303E+18,문막읍 건등리 1488,원문로 1660
4.21303E+18,문막읍 건등리 604,원문로 1764
4.21303E+18,문막읍 동화리 759,원문로 1508-57
4.21303E+18,문막읍 문막리 750,원문로 1765
4.21303E+18,문막읍 문막리 547-43,원문로 1809
4.21303E+18,지정면 안창리 822,원양2로 315
4.21301E+18,일산동 168-11,일산로 11-1
4.21303E+18,소초면 수암리 1170-4,장수2로 204
4.21303E+18,소초면 수암리 826-3,장수2로 314
4.21304E+18,부론면 정산리 1052,정산로 92
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1283-3,조엄로 347
4.21303E+18,지정면 가곡리 142-24,지래울로 110-24
4.21303E+18,지정면 안창리 608,지정로 877-8
4.21303E+18,지정면 안창리 595-3,지정로 904
4.21303E+18,지정면 보통리 314-8,질마재로 79-2
4.21303E+18,지정면 보통리 162,질마재로 29-19
4.21303E+18,지정면 보통리 162,질마재로 29-19
4.21303E+18,지정면 보통리 151-2,질마재로 24-10
4.21303E+18,지정면 보통리 151-2,질마재로 24-10
4.21301E+18,태장동 2796,치악로 1989-1
4.21301E+18,태장동 2796,치악로 1989
4.21303E+18,소초면 교항리 170-6,치악로 3230-5
4.21303E+18,소초면 수암리 796,치악로 2467
4.21301E+18,관설동 1426-44,치악로 1463-9
4.21301E+18,관설동 555,치악로 1384
4.21301E+18,태장동 338-20,치악로 2239-12
4.21301E+18,태장동 338-14,치악로 2255-7
4.21301E+18,단구동 224,치악로 1692
4.21301E+18,단구동 224,치악로 1692
4.21303E+18,호저면 산현리 178-1,칠봉로 368-15
4.21303E+18,호저면 용곡리 397,칠봉로 879-6
4.21303E+18,호저면 주산리 992-12,칠봉로 109-128
4.21303E+18,호저면 주산리 461-2,호저로 389
4.21303E+18,호저면 주산리 461-2,호저로 389
4.21303E+18,소초면 흥양리 206-2,황골로 388-4
4.21303E+18,호저면 무장리 1434-2,신평석화로 151-5
4.21304E+18,귀래면 운남리 954-4,부귀로 1977-1
4.21304E+18,부론면 단강리 706-1,부귀로 937-4
4.21304E+18,흥업면 흥업리 1581-11,북원로 1569-59
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21301E+18,무실동 946-1,북원로 1833
4.21304E+18,신림면 성남리 707,성남로 249-26
4.21304E+18,신림면 성남리 158-17,성남로 54-2
4.21303E+18,문막읍 반계리 2255-7,반산2로 98
4.21301E+18,행구동 1512-60,양지로 209
4.21304E+18,신림면 신림리 710-15,제원로 1455
4.21304E+18,신림면 신림리 612-5,제원로 1390-1
4.21304E+18,신림면 황둔리 11-1,오미로 786-31
4.21303E+18,지정면 신평리 1212,청정로 84
4.21303E+18,지정면 신평리 1212,청정로 84
4.21303E+18,지정면 가곡리 1512,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 300
4.21303E+18,지정면 가곡리 1468,신지정로 255
4.21303E+18,지정면 가곡리 1420-3,신지정로 153-15
4.21303E+18,지정면 가곡리 1390-3,신지정로 189-7
4.21303E+18,지정면 가곡리 1347-1,신지정로 216
4.21303E+18,지정면 신평리 1064-1,신평로 35
4.21301E+18,태장동 2059,서부순환로 20
4.21303E+18,지정면 월송리 679-1,가마골길 37
4.21303E+18,지정면 간현리 80-1,간현로162번길 128
4.21301E+18,관설동 1595-14,갈촌길 99-6
4.21301E+18,관설동 1590-1,갈촌길 100
4.21301E+18,관설동 1378-1,갈촌길 90
4.21303E+18,호저면 만종리 432,감박산길 88
4.21301E+18,봉산동 779-19,개륜1길 50-50
4.21303E+18,소초면 장양리 1232,검엉터길 148-2
4.21304E+18,귀래면 귀래리 25,곰네미길 93-3
4.21303E+18,소초면 교항리 857-2,교항공산길 144-11
4.21303E+18,지정면 판대리 444,구룡동길 73
4.21301E+18,명륜동 2-4,남산고개길 55
4.21304E+18,판부면 서곡리 79-14,내남송길 131-25
4.21304E+18,판부면 서곡리 1460-2,내동막길 132
4.21303E+18,소초면 흥양리 406-30,대왕고개길 44-33
4.21304E+18,흥업면 매지리 846,더덕골길 113
4.21304E+18,판부면 서곡리 773-11,도매촌길 48-14
4.21303E+18,문막읍 건등리 167-11,동건길 103-12
4.21303E+18,문막읍 건등리 124-64,동건길 123-60
4.21301E+18,일산동 228-2,동진골2길 32
4.21303E+18,문막읍 동화리 561-1,동화골길 25
4.21304E+18,흥업면 대안리 556-1,돼니길 32-60
4.21304E+18,흥업면 대안리 556-1,돼니길 32-60
4.21303E+18,호저면 옥산리 167-1,마근거리길 99
4.21303E+18,호저면 옥산리 89-1,마근거리길 67
4.21303E+18,호저면 주산리 112,막골길 84
4.21303E+18,문막읍 궁촌리 1966,만디길 25-43
4.21303E+18,문막읍 궁촌리 1966,만디길 25-43
4.21304E+18,흥업면 매지리 581-3,매지회촌길 64
4.21301E+18,단계동 57-2,모란2길 31
4.21304E+18,부론면 노림리 17-3,모산길 2-9
4.21303E+18,소초면 학곡리 856-3,무쇠점1길 12-2
4.21301E+18,무실동 137-5,무실밤골길 87
4.21301E+18,무실동 137-3,무실밤골길 87
4.21303E+18,문막읍 문막리 91-1,문막골말길 76
4.21303E+18,문막읍 반계리 2239,문막공단길 106
4.21303E+18,문막읍 반계리 5-42,문막공단길 247
4.21303E+18,문막읍 반계리 5-6,문막공단길 231
4.21303E+18,문막읍 반계리 1-4,문막공단길 260
4.21303E+18,문막읍 취병리 17-10,문막공단길 276-2
4.21303E+18,문막읍 문막리 237,문막시장1길 58
4.21303E+18,문막읍 문막리 533-2,문막시장3길 2
4.21304E+18,귀래면 운계리 1244-3,미륵산길 18
4.21301E+18,태장동 1024-6,방강골길 15
4.21304E+18,신림면 구학리 429-11,방학동길 192-2
4.21304E+18,신림면 구학리 399,방학동길 153-19
4.21304E+18,신림면 구학리 39,방학동길 21-20
4.21304E+18,부론면 단강리 436,벌말길 21
4.21303E+18,문막읍 취병리 568-3,벌새터길 54
4.21304E+18,귀래면 운남리 755-15,법동길 53-41
4.21304E+18,흥업면 사제리 779,복거리길 49-8
4.21301E+18,반곡동 266-4,봉대길 93
4.21301E+18,행구동 888-74,봉대길 8-8
4.21301E+18,단계동 786-12,북원로2246번길 23-1
4.21301E+18,우산동 291-3,북원로2475번길 43
4.21301E+18,태장동 1373,북원로2718번길 56
4.21303E+18,문막읍 비두리 1052-2,비두네미2길 6-23
4.21304E+18,부론면 단강리 480,사기막길 4
4.21304E+18,부론면 단강리 240-1,사기막길 103-43
4.21303E+18,문막읍 반계리 862-13,사자골길 314
4.21303E+18,문막읍 반계리 862-13,사자골길 314
4.21303E+18,문막읍 반계리 862-13,사자골길 314
4.21303E+18,문막읍 반계리 862,사자골길 314
4.21303E+18,문막읍 비두리 2265-2,사흥길 39
4.21303E+18,호저면 주산리 21-27,살감길 64-4
4.21303E+18,소초면 흥양리 1390-9,살여울길 50-2
4.21303E+18,소초면 흥양리 1352-1,살여울길 47
4.21301E+18,우산동 660,상지대길 83
4.21304E+18,판부면 서곡리 46-18,서곡길 161-17
4.21303E+18,문막읍 궁촌리 242-1,서들길 26-71
4.21303E+18,문막읍 건등리 1219-6,석지1길 180-11
4.21303E+18,문막읍 건등리 1063-85,석지1길 276-16
4.21303E+18,문막읍 건등리 738-1,석지1길 106-9
4.21301E+18,관설동 414-4,섭재길 104
4.21301E+18,반곡동 605-34,섭재삼보길 160-11
4.21301E+18,반곡동 605-34,섭재삼보길 160-11
4.21301E+18,무실동 1201-1,송삼길 129
4.21301E+18,무실동 1182-7,송삼길 138
4.21301E+18,무실동 1154-1,송삼길 144
4.21303E+18,소초면 흥양리 228-4,송황유사길 213-19
4.21303E+18,소초면 흥양리 1633-6,송황유사길 40-14
4.21303E+18,소초면 흥양리 1086-1,송황유사길 203
4.21303E+18,소초면 수암리 1316,수래울길 90-10
4.21304E+18,흥업면 사제리 1579-2,수루니길 113-7
4.21303E+18,소초면 수암리 1364-12,수암회촌길 11
4.21304E+18,흥업면 대안리 700-4,승안동길 146-6
4.21304E+18,흥업면 대안리 700-4,승안동길 146-6
4.21304E+18,흥업면 대안리 636,승안동길 242-20
4.21303E+18,소초면 수암리 529-3,싱근솔길 22-27
4.21303E+18,소초면 수암리 172,싱근솔길 158
4.21303E+18,소초면 수암리 166,싱근솔길 169
4.21304E+18,판부면 서곡리 612,아랫거리길 6-4
4.21304E+18,부론면 손곡리 637,알산골길 69
4.21301E+18,단구동 1694-13,앙월길 47-1
4.21303E+18,소초면 평장리 129,어용골길 17-3
4.21301E+18,단구동 1721,오성마을길 63-25
4.21301E+18,단구동 1711,오성마을길 63-30
4.21301E+18,단구동 1711,오성마을길 63-30
4.21303E+18,지정면 가곡리 112-44,요대길 24-21
4.21304E+18,판부면 서곡리 875-53,용수골길 126-6
4.21304E+18,판부면 서곡리 863,용수골길 89-6
4.21304E+18,귀래면 운계리 23,운계다둔길 102-40
4.21304E+18,귀래면 운남리 136-1,운남길 419
4.21301E+18,단계동 105-7,원문로118번길 41
4.21303E+18,지정면 월송리 647-4,월호동길 65-15
4.21301E+18,반곡동 1205-5,유만길 43
4.21301E+18,단계동 33-1,이화5길 6
4.21301E+18,일산동 153-7,일산로36번길 17
4.21303E+18,지정면 월송리 561-1,자작길 73
4.21301E+18,단계동 849,장미공원길 9
4.21303E+18,지정면 판대리 21-6,장지길 70-1
4.21303E+18,호저면 무장리 263,장포안길 71
4.21304E+18,신림면 황둔리 1005-1,재사동길 63
4.21303E+18,지정면 월송리 955-1,정골길 42
4.21304E+18,신림면 용암리 237,정암길 24-28
4.21304E+18,신림면 신림리 581,정암길 150
4.21303E+18,문막읍 건등리 1144-4,지샘등안길 39-20
4.21303E+18,문막읍 건등리 1144-1,지샘등안길 39-20
4.21303E+18,문막읍 건등리 1144-1,지샘등안길 39-20
4.21304E+18,신림면 성남리 105-1,축치동길 2
4.21304E+18,신림면 성남리 105-1,축치동길 2
4.21304E+18,판부면 서곡리 7-51,취실길 45-6
4.21304E+18,판부면 서곡리 580-5,취실길 65-2
4.21303E+18,호저면 산현리 551-2,칠봉마을길 61
4.21301E+18,태장동 1738,태장공단길 42-24
4.21301E+18,태장동 1720-16,태장공단길 42-13
4.21301E+18,단구동 1632-3,토지길 23
4.21303E+18,소초면 평장리 86-4,평장골말길 8-28
4.21303E+18,소초면 평장리 825,평장동길 86-5
4.21303E+18,소초면 평장리 792,평장안골1길 15
4.21303E+18,지정면 신평리 213-16,하차면길 48
4.21303E+18,소초면 흥양리 489,하초구길 113
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21301E+18,태장동 950-12,현충로232번길 14-1
4.21301E+18,태장동 950-10,현충로232번길 14
4.21301E+18,태장동 1397-22,현충로322번길 14
4.21301E+18,태장동 689-10,현충로58번길 12
4.21301E+18,행구동 1549,화실유암길 92-29
4.21304E+18,신림면 구학리 606,황학길 21-23
4.21304E+18,판부면 금대리 100,휴양림길 66
4.21304E+18,신림면 금창리 52-1,흑천길 71-14
4.21303E+18,지정면 안창리 497-6,흥법사지길 216
4.21303E+18,지정면 안창리 497-3,흥법사지길 212
4.21301E+18,태장동 1054-58,흥양로18번길 19-32
4.21301E+18,태장동 2793,흥양로51번길 40
4.21304E+18,흥업면 흥업리 1403-8,흥업신촌길 19
4.21304E+18,흥업면 매지리 153-54,분지동1길 61
4.21304E+18,흥업면 매지리 153-30,분지동1길 46
4.21301E+18,행구동 500-23,청솔길 53
4.21303E+18,호저면 주산리 1158,호매곡1길 201
4.21303E+18,호저면 주산리 321,호매곡1길 41
4.21304E+18,흥업면 대안리 843-5,대안천길 52-24
4.21304E+18,흥업면 대안리 779-34,대안천길 52-13
4.21301E+18,무실동 1786-3,무실본동길 51-1
4.21301E+18,단계동 1207-21,전망길 12
4.21301E+18,반곡동 1934-11,웅비4길 14
4.21301E+18,반곡동 1989-14,봉황1길 39
4.21301E+18,반곡동 2001-5,해오름1길 8
4.21301E+18,반곡동 2001-2,해오름2길 2
4.21301E+18,반곡동 110-5,뱅이둑길 77-37
4.21303E+18,지정면 가곡리 1439-14,능마루길 4-18
4.21304E+18,신림면 황둔리 1070,병안골길 119
4.21301E+18,행구동 1856-1,화실건너들길 14-2
4.21301E+18,행구동 1854-1,화실건너들길 22
4.21301E+18,단계동 876-6,서원대로 161
4.21304E+18,신림면 구학리 344,구학산로 1538-41
4.21304E+18,신림면 구학리 200-4,구학산로 1581-11
4.21304E+18,귀래면 운남리 75-1,내창로 1416
4.21304E+18,신림면 황둔리 1724-64,신림황둔로 557-4
4.21304E+18,신림면 황둔리 1600-2,신림황둔로 655-1
4.21304E+18,신림면 신림리 537-5,신림황둔로 11
4.21304E+18,신림면 신림리 217-20,신림황둔로 190-1
4.21303E+18,호저면 광격리 1100-6,광학로 143-6
4.21303E+18,호저면 광격리 853-1,광학로 75-1
4.21303E+18,호저면 광격리 561-22,광학로 163-4
4.21301E+18,학성동 74-1,강변로 607
4.21303E+18,문막읍 건등리 584-2,건등로 62
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 74-3,견훤로 708
4.21303E+18,문막읍 후용리 1534-1,견훤로 941-102
4.21303E+18,문막읍 후용리 1482,견훤로 941-23
4.21303E+18,문막읍 후용리 487-11,견훤로 862-4
4.21304E+18,귀래면 귀래리 971,귀문로 323-34
4.21303E+18,문막읍 궁촌리 1343-1,귀문로 1269-16
4.21304E+18,흥업면 흥업리 1850-3,남원로 20-12
4.21301E+18,개운동 435-3,남원로 562-9
4.21301E+18,단계동 795-1,단구로 45-21
4.21304E+18,흥업면 대안리 2206-3,대안로 386
4.21304E+18,흥업면 대안리 2116,대안로 446
4.21304E+18,흥업면 대안리 2116,대안로 446
4.21304E+18,흥업면 대안리 941-2,대안로 950
4.21304E+18,흥업면 대안리 337-15,대안로 1031-6
4.21304E+18,흥업면 대안리 32-7,대안로 1016-41
4.21304E+18,흥업면 대안리 1-8,대안로 1032
4.21303E+18,소초면 수암리 1603,동부순환로 807
4.21301E+18,행구동 1832-25,동부순환로 338-22
4.21301E+18,행구동 1779-20,동부순환로 325
4.21301E+18,봉산동 517-6,동부순환로 346
4.21301E+18,태장동 460-39,동부순환로 887-1
4.21301E+18,태장동 460-39,동부순환로 887-1
4.21303E+18,소초면 둔둔리 240-10,둔둔로 127
4.21303E+18,지정면 보통리 24,보통로 589
4.21301E+18,단계동 455-38,봉화로 97-1
4.21304E+18,흥업면 사제리 98-18,사제로 401-22
4.21304E+18,흥업면 흥업리 1547-10,사제로 57-1
4.21304E+18,부론면 손곡리 536-1,손곡로 137-10
4.21303E+18,지정면 신평리 184-8,신무로 54-3
4.21303E+18,호저면 만종리 632-3,신무로 20
4.21303E+18,호저면 만종리 632-3,신무로 20
4.21303E+18,문막읍 건등리 204-33,왕건로 5-19
4.21301E+18,우산동 390-5,우산로 177
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21301E+18,행구동 385-8,운곡로 254-20
4.21303E+18,호저면 만종리 631-4,원문로 548-11
4.21303E+18,호저면 만종리 495-3,원문로 502
4.21303E+18,문막읍 대둔리 40,원문로 2644-18
4.21303E+18,문막읍 반계리 807-11,원문로 2561-6
4.21303E+18,문막읍 반계리 790-4,원문로 2561-2
4.21303E+18,문막읍 반계리 758-1,원문로 2535
4.21303E+18,소초면 수암리 1258,장수2로 268
4.21303E+18,소초면 장양리 394,장수2로 196-16
4.21304E+18,부론면 정산리 1052,정산로 92
4.21304E+18,부론면 손곡리 1267-10,정산로 608-1
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1283-3,조엄로 347
4.21303E+18,지정면 보통리 151-2,질마재로 24-10
4.21303E+18,문막읍 취병리 665-3,취병로 299
4.21301E+18,태장동 2796,치악로 1989-3
4.21304E+18,신림면 금창리 565,치악로 427-20
4.21304E+18,신림면 신림리 519-3,치악로 28-5
4.21304E+18,판부면 금대리 133-2,치악로 559
4.21303E+18,소초면 흥양리 1719-2,치악로 2325
4.21301E+18,봉산동 1130-18,치악로 1866-19
4.21301E+18,단구동 224,치악로 1692
4.21301E+18,단구동 224,치악로 1692
4.21301E+18,태장동 577-29,포란재로 54
4.21301E+18,태장동 577-9,포란재로 38
4.21301E+18,태장동 797-18,현충로 21
4.21303E+18,호저면 고산리 616-29,호저로 1079
4.21303E+18,소초면 흥양리 447,황골로 338
4.21303E+18,소초면 흥양리 94-4,황골로 442-40
4.21304E+18,신림면 황둔리 3-16,솔치로 23
4.21303E+18,문막읍 건등리 204-8,여원로 2175
4.21304E+18,귀래면 주포리 402,부귀로 1561-9
4.21304E+18,부론면 단강리 635,부귀로 1089-6
4.21304E+18,귀래면 운계리 833-5,북원로 272
4.21304E+18,귀래면 운계리 561-5,북원로 310-20
4.21304E+18,귀래면 귀래리 92-3,북원로 817
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21301E+18,무실동 763-1,북원로 1860-1
4.21301E+18,태장동 1969,북원로 2850
4.21301E+18,단계동 199,북원로 2302
4.21301E+18,반곡동 1956-1,혁신로 249
4.21301E+18,반곡동 1916-1,혁신로 125
4.21301E+18,반곡동 1910-6,세계로 31
4.21303E+18,지정면 가곡리 1512,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 300
4.21303E+18,지정면 가곡리 1497-1,신지정로 322-1
4.21303E+18,지정면 가곡리 1468,신지정로 255
4.21303E+18,지정면 가곡리 1348-2,신지정로 202
