업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명,관리기관,관리기관전화번호,데이터기준일자
유흥주점영업,2003-01-04,사이다,강원도 원주시 원일로 190-2 (학성동),강원도 원주시 학성동 303-32 ,69.2,033-747-9005,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-03-14,예쁜여우,강원도 원주시 평원로 134 (학성동),강원도 원주시 학성동 361-4 ,26.09,033-742-0477,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-04-07,몽노래클럽,강원도 원주시 장미공원길 3 (단계동),강원도 원주시 단계동 849-3 ,112.83,033-744-0334,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-05-23,케리가요방,"강원도 원주시 천사로 66, 4층 (단계동)",강원도 원주시 단계동 842-1 ,108.04,033-733-3339,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-16,하트,강원도 원주시 장미공원길 43-10 (단계동),강원도 원주시 단계동 867-3 ,125.94,033-742-5092,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-27,도쿄,"강원도 원주시 치악로 1602 (단구동,,23,24,33번지)","강원도 원주시 단구동 146-17 ,23,24,33번지 ",92.24,033-761-7277,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-06-27,동방,강원도 원주시 장미공원길 5 (단계동),강원도 원주시 단계동 849-2 ,97.74,033-744-4222,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-07-18,백경회관,강원도 원주시 평원안길 26-9 (평원동),강원도 원주시 평원동 250-18 ,123.19,033-732-1324,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-07-21,준코뮤직타운 원주2호점,강원도 원주시 장미공원길 27-1 (단계동),강원도 원주시 단계동 846-5 ,127.75,033-742-0558,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-01,식스덕,강원도 원주시 장미공원길 67-2 (단계동),강원도 원주시 단계동 867 ,128.5,033-744-4448,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-19,밤이면밤마다,"강원도 원주시 장미공원길 27-1, 지하1층 (단계동)",강원도 원주시 단계동 846-5 지하1층 ,259,033-748-0308,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-08-21,투해븐,"강원도 원주시 장미공원길 27-1, 2층 (단계동)",강원도 원주시 단계동 846-5 ,193.98,033-732-2266,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-09-04,빵빵가요방,강원도 원주시 중앙로 31 (인동),강원도 원주시 인동 222-5 ,87.03,033-761-5450,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-10-09,골드라이브클럽,강원도 원주시 치악로 1845 (인동),강원도 원주시 인동 25-1 ,111.89,033-764-2783,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-11-08,안동역,강원도 원주시 충정길 49 (학성동),강원도 원주시 학성동 303-5 ,56.15,,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2003-12-09,파타야,강원도 원주시 중앙로 169 (중앙동),강원도 원주시 중앙동 18 ,117.59,033-747-6644,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-03-20,수노래타운,"강원도 원주시 원일로 202 (학성동,,25)","강원도 원주시 학성동 303-22 ,25 ",26.91,033-732-6735,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-03-25,아리랑,"강원도 원주시 원일로 180 (학성동,,19)","강원도 원주시 학성동 311-8 ,19 ",33.83,033-764-1294,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-09-07,술파는팡팡노래주점,"강원도 원주시 장미공원길 27-7, 지하1층 (단계동)",강원도 원주시 단계동 847-5 지하1층 ,127.44,033-746-6644,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-10-15,혜성성인나이트,강원도 원주시 평원로 18 (평원동),강원도 원주시 평원동 349-19 ,102.19,033-748-7110,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-12-03,램프,강원도 원주시 장미공원길 16 (단계동),강원도 원주시 단계동 843-6 ,364.5,033-732-8549,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2004-12-09,약속,강원도 원주시 서원대로 163 (단계동),강원도 원주시 단계동 876-5 ,129.71,033-742-0077,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-03-25,24시,강원도 원주시 장미공원길 67-18 (단계동),강원도 원주시 단계동 853-4 ,124.58,033-731-3545,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-03-29,신어우동,강원도 원주시 충정길 51 (학성동),강원도 원주시 학성동 303-33 ,55.59,033-743-1261,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-04-07,항아리,"강원도 원주시 중앙로 44, 2층 (중앙동)",강원도 원주시 중앙동 265 ,109.52,033-744-0025,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-06-18,여인천하,강원도 원주시 원일로 206 (학성동),강원도 원주시 학성동 430-23 ,39.38,,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-11-29,쌍용회관,강원도 원주시 중앙로 40 (중앙동),강원도 원주시 중앙동 264 ,279.19,033-746-0855,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2005-12-13,당근,"강원도 원주시 장미공원길 25-2 (단계동, 2층)",강원도 원주시 단계동 846-2 2층 ,107.07,033-747-0123,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-04-28,애플,강원도 원주시 북원상가길 2 (태장동),강원도 원주시 태장동 1381 ,88.88,033-742-0885,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-05-15,클라라,강원도 원주시 장미공원길 25-8 (단계동),강원도 원주시 단계동 847-1 ,198.65,033-734-2800,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-07-14,프로포즈,강원도 원주시 장미공원길 22 (단계동),강원도 원주시 단계동 842-4 ,125.7,033-734-9494,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-08-08,박카스,강원도 원주시 충정길 56 (학성동),강원도 원주시 학성동 302-28 ,25.88,033-742-0201,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-09-18,대정클럽,"강원도 원주시 북원로 2235-6 (단계동,5층)",강원도 원주시 단계동 853-5 5층 ,308.03,033-742-7772,고고(디스코)클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-10-11,청실홍실,강원도 원주시 평원로 148 (학성동),강원도 원주시 학성동 365-3 ,48.62,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-10-11,궁전,강원도 원주시 원일로 206-4 (학성동),강원도 원주시 학성동 430-5 ,29.35,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-10-23,비타민,"강원도 원주시 장미공원길 25-2 (단계동,지하1층)",강원도 원주시 단계동 846-2 지하1층 ,98.82,033-746-8258,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-10-26,가로수,강원도 원주시 충정길 50 (학성동),강원도 원주시 학성동 302-8 ,43.51,033-743-1471,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-11-08,서희,"강원도 원주시 장미공원길 25-2 (단계동,,3층)","강원도 원주시 단계동 846-2 ,3층 ",78.46,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-11-15,길,강원도 원주시 충정길 50 (학성동),강원도 원주시 학성동 302-8 ,38.9,033-743-2700,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-11-29,투투쓰리,강원도 원주시 천사로 232 (중앙동),강원도 원주시 중앙동 38-1 ,173.43,033-742-3677,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-11-30,25시노래타운,강원도 원주시 우산로 40 (우산동),강원도 원주시 우산동 227-13 ,110.05,033-744-5858,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2006-12-04,미라클노래타운주점,"강원도 원주시 우산로 42 (우산동, 지하1층)",강원도 원주시 우산동 227-7 지하1층 ,88.43,033-744-8540,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-01-05,부기부기가요주점,"강원도 원주시 서원대로 507 (단구동,(6층))",강원도 원주시 단구동 143-21 (6층) ,139.05,033-765-2288,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-02-13,림노래타운,,강원도 원주시 중앙동 219-1 ,119.73,033-742-2059,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-03-23,주노래타운,강원도 원주시 장미공원길 27-9 (단계동),강원도 원주시 단계동 847-4 ,125.14,033-747-9355,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-05-01,알콜뱅크,강원도 원주시 우산로 43 (우산동),강원도 원주시 우산동 226-11 ,102.76,033-748-5995,간이주점,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-05-18,행운,강원도 원주시 평원로 143 (학성동),강원도 원주시 학성동 430-3 ,45.68,033-746-1367,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-07-11,월드컵,"강원도 원주시 우산초교길 43 (우산동, 지하1층)",강원도 원주시 우산동 234-6 지하1층 ,76.79,033-748-4700,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-09-04,썬라이브클럽,"강원도 원주시 중앙로 38-1 (인동,(2층))",강원도 원주시 인동 25-14 (2층) ,123.35,033-735-5393,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-09-06,터미널성인나이트,"강원도 원주시 서원대로 170 (단계동,3층)",강원도 원주시 단계동 881-6 3층 ,194.62,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-10-16,가희,,강원도 원주시 학성동 430-3 ,80.55,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-11-08,키스룸가요방,"강원도 원주시 장미공원길 71-8, 지상4층 (단계동)",강원도 원주시 단계동 868-1 지상4층 ,95.25,033-746-3737,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-12-20,원투노래타운,"강원도 원주시 장미공원길 1 (단계동,(1층))",강원도 원주시 단계동 851 (1층) ,91.74,033-732-3032,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2007-12-31,반하다라이브,"강원도 원주시 장미공원길 75-6 (단계동,(3층))",강원도 원주시 단계동 872-1 (3층) ,182.15,033-744-4002,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-03-27,뿜빠이,강원도 원주시 장미공원길 43-4 (단계동),강원도 원주시 단계동 861-3 ,110.3,033-900-0323,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-08-06,첼시술파는노래방,"강원도 원주시 장미공원길 27-5 (단계동,2층)",강원도 원주시 단계동 847 2층 ,89.09,033-7478-842,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-08-26,흔들어노래타운,강원도 원주시 원일로 156 (학성동),강원도 원주시 학성동 207-13 ,70.31,033-745-5568,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-09-25,하와이,강원도 원주시 충정길 55 (학성동),강원도 원주시 학성동 303-2 ,36.6,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-09-25,호박,강원도 원주시 충정길 55 (학성동),강원도 원주시 학성동 303-2 ,38.04,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-10-17,쎈스,"강원도 원주시 치악로 1806 (개운동,(2층))",강원도 원주시 개운동 381 (2층) ,186.83,033-766-7866,관광호텔나이트(카바레),강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-11-07,소녀시대,강원도 원주시 평원로 132 (학성동),강원도 원주시 학성동 361-4 ,29.02,033-743-0912,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2008-12-26,에이클라스,"강원도 원주시 북원로 2235-6 (단계동,(3층))",강원도 원주시 단계동 853-5 (3층) ,117.84,033-734-7712,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-04-14,라꾸,"강원도 원주시 장미공원길 67-16 (단계동, 지하1층)",강원도 원주시 단계동 853-3 지하1층 ,128.37,033-747-2270,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-05-22,오퍼스넘버원,"강원도 원주시 북원로 2235-6, 10층 (단계동)",강원도 원주시 단계동 853-5 (10층) ,188.59,033-743-7272,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-06-02,연인,강원도 원주시 원일로 190 (학성동),강원도 원주시 학성동 303-7 ,50.52,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-07-13,두바이,"강원도 원주시 치악로 1599-1 (단구동,(2층))",강원도 원주시 단구동 144-5 (2층) ,122.09,033-761-7462,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-07-31,빙고,강원도 원주시 평원로 149 (학성동),강원도 원주시 학성동 430-2 ,48.04,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-08-27,아마란스,"강원도 원주시 장미공원길 75-6 (단계동,(2층))",강원도 원주시 단계동 872-1 (2층) ,121.62,033-731-8890,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-09-30,신카라,강원도 원주시 평원로 143 (학성동),강원도 원주시 학성동 430-3 ,76.97,033-735-2243,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-12-24,로즈,강원도 원주시 평원로 143 (학성동),강원도 원주시 학성동 430-3 ,33.46,033-742-0069,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2009-12-30,신남대문,강원도 원주시 장미공원길 67-6 (단계동),강원도 원주시 단계동 867-2 ,90.15,033-746-1879,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2010-01-07,개미클럽,"강원도 원주시 중앙로 87 (중앙동,(지하1층))",강원도 원주시 중앙동 118-1 (지하1층) ,119.19,033-745-4441,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2010-10-15,까치노래공간,"강원도 원주시 우산초교길 37, 2층 (우산동)",강원도 원주시 우산동 233-3 2층 ,76.43,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2010-11-18,솜사탕,강원도 원주시 장미공원길 43-10 (단계동),강원도 원주시 단계동 867-3 ,178.36,033-745-7080,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2010-11-29,나비,"강원도 원주시 서원대로 165-1 (단계동,(2층))",강원도 원주시 단계동 876-3 (2층) ,77.47,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2010-12-08,샴푸,"강원도 원주시 장미공원길 71-5 (단계동,(지하1층))",강원도 원주시 단계동 867-6 (지하1층) ,77.49,033-748-0880,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-01-07,멤버,"강원도 원주시 장미공원길 47-8, 4층 (단계동)",강원도 원주시 단계동 863 ,114.32,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-03-25,고고술파는노래방,강원도 원주시 장미공원길 67-1 (단계동),강원도 원주시 단계동 863-3 ,66.19,033-748-0701,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-04-07,명가,강원도 원주시 우산초교길 41 (우산동),강원도 원주시 우산동 233-1 ,70.03,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-05-04,별이빛나는밤에,"강원도 원주시 북원로 2235-6 (단계동,(2층))",강원도 원주시 단계동 853-5 (2층) ,289.83,033-745-2206,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-05-04,스틸어라이브,강원도 원주시 장미공원길 7 (단계동),강원도 원주시 단계동 849-1 ,119.07,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-06-13,사과노래공간,"강원도 원주시 원일로 215 (학성동,(436-26))",강원도 원주시 학성동 436-2 (436-26) ,84.66,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-07-18,블랙로즈가요방,"강원도 원주시 장미공원길 75-6 (단계동,(1층))",강원도 원주시 단계동 872-1 (1층) ,91.95,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-08-12,엠제이노래타운,"강원도 원주시 장미공원길 25-13 (단계동,(3층))",강원도 원주시 단계동 848-3 (3층) ,225.12,033-766-7776,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-08-30,따르릉,"강원도 원주시 서원대로 507 (단구동,신세기타워4층401호)",강원도 원주시 단구동 143-21 신세기타워4층401호 ,75.38,033-734-2988,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-11-15,라이브송,"강원도 원주시 서원대로 507 (단구동, 신세계타워 2층 201호)",강원도 원주시 단구동 143-21 신세계타워 2층 201호 ,107.9,033-762-2900,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2011-12-28,로마,"강원도 원주시 북원로 2235-10 (단계동, 호수빌딩 4층)",강원도 원주시 단계동 853-6 호수빌딩 4층 ,121.33,033-748-0855,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-04-06,새댁놀이공원,강원도 원주시 문막읍 동화택지길 1 (1층),강원도 원주시 문막읍 동화리 1541-5 1층 ,140.43,033-734-6777,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-05-03,인스타,"강원도 원주시 장미공원길 47-8, 5층 (단계동)",강원도 원주시 단계동 863 5층 ,91.6,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-08-14,똥광가요방,"강원도 원주시 중앙로 58, 지상3층 (중앙동)",강원도 원주시 중앙동 188-1 3층 ,127.1,033- 748-8788,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-09-06,아이비,"강원도 원주시 동부순환로 200, 지하1층 (반곡동, (주)호텔인터불고원주컨벤션호텔)","강원도 원주시 반곡동 1401-10 (주)호텔인터불고원주컨벤션호테, 지하1층 ",306.51,033-734-1002,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-09-17,아이비가라오케,"강원도 원주시 동부순환로 200, 지하1층 (반곡동, 인터불고원주컨벤션호텔)",강원도 원주시 반곡동 1401-10 ,127.25,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-10-22,텐프로,"강원도 원주시 장미공원길 59, 1층 (단계동)",강원도 원주시 단계동 859-4 ,70.35,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2012-10-23,세컨스토리,"강원도 원주시 북원로 2235-6, 남원주타워동 지상3층 (단계동)",강원도 원주시 단계동 853-5 남원주타워 지상3층 ,103.61,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-02-18,카니발2,강원도 원주시 천사로 60 (단계동),강원도 원주시 단계동 855-1 ,109.78,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-04-17,폭포수,"강원도 원주시 평원안길 26-8, 지1층 (평원동)",강원도 원주시 평원동 301-12 ,77.26,033-735-0234,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-05-09,지노래타운,"강원도 원주시 장미공원길 1 (단계동, 1층)",강원도 원주시 단계동 851 1층 ,64.13,033-742-0996,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-08-05,딸기,"강원도 원주시 충정길 45, 지상1층 (학성동)",강원도 원주시 학성동 303-14 ,64.11,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-09-12,락스타노래타운,"강원도 원주시 장미공원길 25-7, 1,2층 (단계동)",강원도 원주시 단계동 848 ,205.58,033-734-5253,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-10-22,코지나인,"강원도 원주시 장미공원길 25-13 (단계동, 지하1층)",강원도 원주시 단계동 848-3 지하1층 ,227.02,,스텐드바,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2013-12-24,제우스관광주점,"강원도 원주시 봉화로 22 (단계동, 외 1필지 더파크메디칼센타 지하1층)",강원도 원주시 단계동 865-6 외 1필지 더파크메디칼센타 지하1층 ,141.11,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2014-03-10,별사탕 가요주점,"강원도 원주시 서원대로 507, 지상8층 801호 (단구동, 신세기타워)",강원도 원주시 단구동 143-21 신세기타워 8층 801호,109.27,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2014-12-26,투데이노래타운,"강원도 원주시 문막읍 왕건로 50, 2층",강원도 원주시 문막읍 동화리 1542-10 ,127.12,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2015-01-15,맘모스,"강원도 원주시 평원로 4, 지하1층 (평원동)",강원도 원주시 평원동 380-13 ,78.88,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2015-10-07,태평양,"강원도 원주시 중앙로 85, 1층 (중앙동)",강원도 원주시 중앙동 120 ,202.36,,카바레,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-02-26,뉴백만불밴드미드나이트,"강원도 원주시 장미공원길 1, 7층 (단계동)",강원도 원주시 단계동 851 ,297.49,,노래클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-04-26,메인,"강원도 원주시 장미공원길 27-9, 6층 (단계동)",강원도 원주시 단계동 847-4 ,150.29,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-05-04,쎄시봉,"강원도 원주시 장미공원길 1, 2층 (단계동)",강원도 원주시 단계동 851 ,184.34,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-06-22,일화,"강원도 원주시 치악로1614번길 5 (단구동, 1층)",강원도 원주시 단구동 166-6 1층 ,41.02,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-07-14,골든타운,"강원도 원주시 장미공원길 58, 지상2층 (단계동)",강원도 원주시 단계동 858-7 지상2층 ,238.95,,노래클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-08-10,준코뮤직타운원주점,"강원도 원주시 장미공원길 26, 4층 (단계동)",강원도 원주시 단계동 842-6 4층 ,197.38,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-08-17,하비비노래타운투,"강원도 원주시 장미공원길 25-13, 지상6층 (단계동)",강원도 원주시 단계동 848-3 지상6층 ,135.75,033-733-3308,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-08-17,하비비노래타운,"강원도 원주시 장미공원길 25-13, 지상5층 (단계동)",강원도 원주시 단계동 848-3 지상5층 ,231.84,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-08-22,쭌,"강원도 원주시 미래로 37, 4층 (반곡동)",강원도 원주시 반곡동 1903-8 ,228.79,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-09-07,프린스,"강원도 원주시 문막읍 문막시장1길 32-2, 지상2층",강원도 원주시 문막읍 문막리 256-3 지상2층 ,180.74,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-09-19,아리수노래타운,"강원도 원주시 중앙로 110-1, 지하1층 (중앙동)",강원도 원주시 중앙동 105-2 ,142.13,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-10-28,나나바,"강원도 원주시 장미공원길 67-16, 1층 (단계동)",강원도 원주시 단계동 853-3 ,168.06,,스텐드바,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2016-12-05,펀치,"강원도 원주시 장미공원길 52, 지상2층 (단계동)","강원도 원주시 단계동 858-3 외 1필지, 지상2층 ",508.15,,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2017-04-11,무시로,"강원도 원주시 문막읍 왕건로 48, 지상2층",강원도 원주시 문막읍 동화리 1542-9 지상2층 ,148.36,033-735-7655,기타,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2017-08-21,하루노래타운,"강원도 원주시 치악로1614번길 2, 2층 (단구동)",강원도 원주시 단구동 168-10 2층 ,119.48,,노래클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2017-11-14,스타노래타운,"강원도 원주시 장미공원길 25-13, 2층 (단계동)",강원도 원주시 단계동 848-3 ,146.43,033-747-2787,노래클럽,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2018-05-09,라온라이브,"강원도 원주시 장미공원길 67-2, 지상3층 (단계동)",강원도 원주시 단계동 867 ,197.65,033-747-9918,카바레,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2021-02-24,트리플,"강원도 원주시 천사로 52, 2층 (단계동)",강원도 원주시 단계동 856-2 ,194.1,033-745-3288,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2021-08-06,황금노래가요방,"강원도 원주시 문막읍 왕건로 17, 1층",강원도 원주시 문막읍 동화리 1268-3 ,217.04,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
유흥주점영업,2021-11-17,명품노래궁라이브,"강원도 원주시 지정면 신지정로 180, 8층 801호",강원도 원주시 지정면 가곡리 1348-10 ,244.65,,룸살롱,강원도 원주시청,033-737-3778,2022-10-13
