건축구분,허가번호,대지위치,지목,대지면적(㎡),건축면적(㎡),연면적(㎡),증축연면적(㎡),구조,주용도,부속용도,설계자 전화번호,설계사무소명
증축,2021-신속허가과-증축허가-39,강원도 원주시 귀래면 귀래리 18-1 외2필지,공장용지,3895,860.5,958.45,380.7,일반철골구조,공장,,033-765-7283,土宇건축사사무소
증축,2021-신속허가과-증축허가-40,강원도 원주시 지정면 가곡리 1431,대,14421.7,6574.15,7424.71,1733,일반철골구조,공장,,033-731-0854,건축사사무소 한
증축,2021-안전도시과-협의건축물-2,강원도 원주시 반곡동 1824-2,대,12000,1983.15,5272.59,520.45,철근콘크리트구조,업무시설,공공청사,033-766-3400,도시공간안전진단건축사사무소주식회사
신축,2021-신속허가과-공용건축물-22,강원도 원주시 반곡동 1860-3,대,16033.3,4960.69,9771.47,,일반철골구조,교육연구시설,연구소,042-823-3724,(주)디엔비건축사사무소
증축,2021-신속허가과-증축허가-38,강원도 원주시 소초면 흥양리 1640-1 외1필지,공장용지,1558,622.04,1258.36,640.17,철근콘크리트구조,공장,(제조업소),033-743-7711,(주)종합건축사사무소 가우헌
용도변경,2021-건축과-용도변경허가-57,강원도 원주시 무실동 1857-6,대,2049.5,1586.5,22364.15,,,업무시설,"업무시설, 제1,2종근린생활시설",,건축사사무소 율
신축,2021-신속허가과-신축허가-175,강원도 원주시 행구동 872 외1필지,대,2010,404.66,658.57,,철근콘크리트구조,단독주택,,033-743-2743,종합건축사사무소 비전
신축,2021-신속허가과-신축허가-174,강원도 원주시 행구동 1853-6,대,264,131.58,370.26,,철근콘크리트구조,단독주택,"다가구주택,제2종근생",033-748-0075,건축사사무소조원
용도변경,2021-건축과-용도변경허가-56,강원도 원주시 반곡동 1905-4,대,968.2,768.81,4388.16,,철근콘크리트구조,교육연구시설,"제1종근린생활시설, 교육연구시설(연구소)",033-748-8845,가산종합건축사사무소
신축,2021-신속허가과-신축허가-173,강원도 원주시 소초면 흥양리 산 217,임야,3675,1440.9,2881.8,,철근콘크리트구조,숙박시설,,,조은 건축사사무소
신축,2021-안전도시과-신축허가-66,강원도 원주시 단구동 74-127,대,206,119.15,395.66,,철근콘크리트구조,단독주택,,033-744-0240,이레건축사사무소
신축,2021-신속허가과-협의건축물-5,강원도 원주시 봉산동 255 외117필지,전,173263,21811.26,41761.01,,철근콘크리트구조,교정및군사시설,,02-6333-3198,(주)선진엔지니어링종합건축사사무소
신축,2021-신속허가과-협의건축물-6,강원도 원주시 지정면 가곡리 1531-4,대,1005.6,218.08,344.04,,철근콘크리트구조,제1종근린생활시설,지구대,033-766-3400,도시공간안전진단건축사사무소주식회사
신축,2021-안전도시과-신축허가-64,강원도 원주시 단구동 1556-6,대,197.6,117.86,238.94,,철근콘크리트구조,단독주택,제2종근린생활시설,,비케이건축사사무소
신축,2021-안전도시과-신축허가-65,강원도 원주시 반곡동 1956-32,대,336.7,97.19,177.09,,일반목구조,단독주택,단독주택,,(주)유타건축사사무소
신축,2021-신속허가과-신축허가-171,강원도 원주시 무실동 1218-6,답,615,237.86,313.19,,일반철골구조,단독주택,단독주택,033-747-3322,신한건축사사무소
신축,2021-신속허가과-신축허가-172,강원도 원주시 우산동 75-2 외2필지,대,1150,437.8,396,,일반철골구조,제1종근린생활시설,소매점,033-734-3938,MS도시 건축사사무소
신축,2021-건축과-신축허가-2,강원도 원주시 우산동 202-28 외1필지,대,391.4,228.63,755.62,,철근콘크리트구조,단독주택,"다가구주택,근린생활시설",031-222-2321,스토리건축사사무소
신축,2021-건축과-신축허가-3,강원도 원주시 우산동 202-30,대,157.3,91.46,304.8,,철근콘크리트구조,단독주택,"다중주택,사무소",031-222-2321,스토리건축사사무소
용도변경,2021-건축과-용도변경허가-54,강원도 원주시 단계동 831-5,대,218.8,127.26,488,,철근콘크리트구조,제2종근린생활시설,"제2종근린생활시설, 다가구주택(4가구)",033-748-8845,가산종합건축사사무소
용도변경,2021-건축과-용도변경허가-55,강원도 원주시 지정면 가곡리 1495-1,대,1953.3,1255.74,14448.55,,철근콘크리트구조,제1종근린생활시설,,033-747-9213,건축사사무소 우림
증축,2021-신속허가과-협의건축물-4,강원도 원주시 문막읍 동화리 371-10,주유소용지,6322,845.86,941.86,242.96,철근콘크리트구조,위험물저장및처리시설,,033-255-7594,준 건축사사무소
신축,2021-신속허가과-신축허가-170,강원도 원주시 지정면 간현리 856-7 외2필지,전,436,168.58,264.63,,일반철골구조,제2종근린생활시설,,033-732-6363,공간건축사사무소
용도변경,2021-건축과-용도변경허가-53,강원도 원주시 우산동 563-1 외1필지,대,512,244.8,370.8,,일반철골구조,자동차관련시설,,033-742-0522,대산 건축사 사무소
신축,2021-신속허가과-신축허가-169,강원도 원주시 판부면 서곡리 2040-3,대,342.3,120.69,196.64,,철근콘크리트구조,단독주택,,,(주)건축사사무소 크로스디앤알
신축,2021-안전도시과-신축허가-63,강원도 원주시 반곡동 2031-20,대,276.2,101.56,144.61,,일반목구조,단독주택,,,최기준 건축사사무소
신축,2021-신속허가과-신축허가-167,강원도 원주시 지정면 신평리 1112-24,대,3312.6,833.985,1610.24,,철근콘크리트구조,교육연구시설,연구소,033-766-2096,아세아종합건축사사무소
신축,2021-신속허가과-신축허가-168,강원도 원주시 판부면 서곡리 455-1 외1필지,도로,783,140.94,197.88,,철근콘크리트구조,단독주택,단독주택및제1종근린생활시설,033-748-4214,건축사사무소 담아
신축,2021-신속허가과-신축허가-166,강원도 원주시 봉산동 1130-32,대,215.7,87.52,134.12,,일반목구조,단독주택,,033-746-3642,한울종합건축사사무소
용도변경,2021-건축과-공용건축물-3,강원도 원주시 중앙동 118-3 외1필지,대,469.4,323.24,1859.41,,,수련시설,,033-747-3322,신한건축사사무소
용도변경,2021-건축과-용도변경허가-52,강원도 원주시 문막읍 반계리 862-13,목장용지,259,111.16,180.32,,일반철골구조,단독주택,,,미담건축사사무소
신축,2021-신속허가과-신축허가-165,강원도 원주시 소초면 수암리 1168-3,임야,2048,228.95,458.63,,철근콘크리트구조,제2종근린생활시설,사무소,033-744-2150,(주)성우건축사사무소
신축,2021-신속허가과-신축허가-195,강원도 원주시 판부면 서곡리 산 7 외1필지,임야,"2,897",330,330,,철근콘크리트구조,단독주택,단독주택,033-344-0037,가인건축사사무소
신축,2021-신속허가과-신축허가-194,강원도 원주시 판부면 서곡리 440-25,임야,315,184.5,904.28,,철근콘크리트구조,제2종근린생활시설,제1종근린생활시설,033-748-2526,건축사사무소 도원
신축,2021-안전도시과-신축허가-70,강원도 원주시 반곡동 1974-3,대,280.4,125.75,171.11,,철근콘크리트구조,단독주택,단독주택,,건축사사무소 율
증축,2021-신속허가과-증축허가-48,강원도 원주시 부론면 노림리 1249 외1필지,답,"6,388","2,638.77","2,638.77",291.01,일반철골구조,동.식물관련시설,축사,,건축사사무소섭리
용도변경,2021-건축과-용도변경허가-65,강원도 원주시 단계동 882-3,대,321.8,249.91,"195,990",,,제1종근린생활시설,"근린생활시설,업무시설,창고시설",033-747-3322,신한건축사사무소
신축,2021-신속허가과-신축허가-193,강원도 원주시 판부면 서곡리 455-7,대,490,97.12,169.42,,일반목구조,단독주택,단독주택(1가구),033-748-9658,(주)해인안전진단건축사사무소
증축,2021-신속허가과-증축허가-47,강원도 원주시 소초면 평장리 561 외3필지,목장용지,"12,312.14","3,420.32","5,884.61",102.59,강파이프구조,동.식물관련시설,"축사, 퇴비 포장실 및 관리사",033-764-8566,라인종합건축사사무소
용도변경,2021-건축과-용도변경허가-64,강원도 원주시 봉산동 901-69,대,67,59.4,59.4,,일반목구조,제2종근린생활시설,일반음식점,,신한건축사사무소
신축,2021-안전도시과-신축허가-69,강원도 원주시 단구동 139-97 외2필지,대,345,155.54,547.42,,철근콘크리트구조,제2종근린생활시설,"(사무소),단독주택",,비케이건축사사무소
신축,2021-신속허가과-신축허가-191,강원도 원주시 무실동 1900-9,대,283.9,153.51,198.9,,철근콘크리트구조,단독주택,,02-571-3155,건축사사무소이루
신축,2021-신속허가과-신축허가-192,강원도 원주시 신림면 금창리 180-1,전,"1,101",297,297,,경량철골구조,제2종근린생활시설,일반음식점,044-866-0673,종합건축사사무소 소담그룹
증축,2021-신속허가과-증축허가-44,강원도 원주시 지정면 월송리 1016 외195필지,체육용지,"1,829,621","1,194","1,900.43","1,900.43",철근콘크리트구조,운동시설,골프연습장,,주식회사 포머티브 건축사사무소
증축,2021-신속허가과-증축허가-45,강원도 원주시 지정면 가곡리 1331 외1필지,대,"21,826.9","12,652.42","15,865.25","2,800",일반철골구조,공장,,033-748-0075,건축사사무소조원
증축,2021-신속허가과-증축허가-46,강원도 원주시 단계동 873,대,"2,137","1,616.23","11,800.06",23.3,철골콘크리트구조,판매시설,"제1종근생,제2종근생,문화집회시설",033-747-3322,신한건축사사무소
용도변경,2021-건축과-용도변경허가-63,강원도 원주시 태장동 1375-1,대,"1,535.9",829.21,"3,834.95",,,의료시설,(병원),033-744-2150,(주)성우건축사사무소
신축,2021-신속허가과-신축허가-186,강원도 원주시 봉산동 528-41 외2필지,전,"2,356",465,915,,일반철골구조,제1종근린생활시설,소매점,033-747-3322,신한건축사사무소
신축,2021-신속허가과-신축허가-187,강원도 원주시 지정면 신평리 1148-4,대,331.5,124.76,197.28,,철근콘크리트구조,단독주택,,033-743-9041,남일건축사사무소
신축,2021-신속허가과-신축허가-188,강원도 원주시 단계동 795-17,대,214.9,109.55,179.47,,일반목구조,단독주택,,02-522-0061,(주)우인건축종합건축사사무소
신축,2021-신속허가과-신축허가-189,강원도 원주시 무실동 721-1,대,990,196.76,196.76,,일반철골구조,단독주택,,033-765-7283,土宇건축사사무소
신축,2021-신속허가과-신축허가-190,강원도 원주시 일산동 154-261,대,201,111.14,335.04,,철근콘크리트구조,단독주택,다가구 주택 및 근린생활시설,033-748-2526,건축사사무소 도원
신축,2021-신속허가과-신축허가-185,강원도 원주시 태장동 1286-1 외1필지,주유소용지,"1,785",267.27,450.1,,철근콘크리트구조,제2종근린생활시설,휴게음식점,,(주)수담 엔지니어링 건축사사무소
용도변경,2021-건축과-용도변경허가-61,강원도 원주시 부론면 단강리 561-3,대,348,61.95,57.75,,벽돌구조,단독주택,,,상어 건축사사무소
용도변경,2021-건축과-용도변경허가-62,강원도 원주시 판부면 서곡리 2001-1,대,193.7,115.5,345.4,,,단독주택,"다가구주택,근린생활시설(사무소)",033-737-3322,신한건축사사무소
신축,2021-안전도시과-신축허가-68,강원도 원주시 반곡동 2021-2,대,249.8,99.6,162.74,,일반철골구조,단독주택,,,아키스토리 건축사사무소
증축,2021-신속허가과-증축허가-43,강원도 원주시 흥업면 대안리 337-15 외1필지,대,"4,296","1,130.36","1,782.68",892.8,일반철골구조,공장,창고,032-613-3747,건축사사무소 가예
신축,2021-신속허가과-신축허가-184,강원도 원주시 지정면 월송리 155-2,답,"1,016",284.4,484.1,,철근콘크리트구조,제2종근린생활시설,(제조업소),033-742-4956,무진 건축사사무소
증축,2021-신속허가과-증축허가-42,강원도 원주시 가현동 68-18,대,347.8,207.1,553.72,139.52,일반철골구조,제1종근린생활시설,소매점,033-747-3322,신한건축사사무소
신축,2021-신속허가과-신축허가-183,강원도 원주시 우산동 696-4,전,908,165.05,342.87,,철근콘크리트구조,단독주택,단독주택,,건축사사무소 율
신축,2021-신속허가과-공용건축물-25,강원도 원주시 태장동 산 54-23 외5필지,임야,"3,302",872.62,"1,820.94",,철근콘크리트구조,업무시설,공공업무시설,,도트 건축사사무소
신축,2021-안전도시과-신축허가-67,강원도 원주시 관설동 626-6,전,462,271.2,813.6,,철근콘크리트구조,제1종근린생활시설,"소매점, 일반음식점,사무소,단독주택",,조은 건축사사무소
신축,2021-신속허가과-신축허가-180,강원도 원주시 학성동 212-2,대,293.3,221.165,"1,897.565",,철근콘크리트구조,노유자시설,요양원,055-544-6666,예안종합건축사사무소
신축,2021-신속허가과-신축허가-181,강원도 원주시 단계동 61-40,전,574,204.82,727.18,,철근콘크리트구조,제2종근린생활시설,"(사무소),단독(다가구)주택",,비케이건축사사무소
신축,2021-신속허가과-신축허가-182,강원도 원주시 흥업면 대안리 50-9 외1필지,대,441,87.12,191.28,,철근콘크리트구조,단독주택,단독주택,033-746-3642,한울종합건축사사무소
증축,2021-신속허가과-증축허가-41,강원도 원주시 지정면 가곡리 1361-2,대,320,174.33,617.66,110.93,철근콘크리트구조,제2종근린생활시설,사무소,033-743-9041,남일건축사사무소
용도변경,2021-건축과-용도변경허가-59,강원도 원주시 소초면 평장리 1048-1,대,"1,985",285.81,284.14,,일반철골구조,묘지관련시설,,033-743-5841,태기건축사사무소
용도변경,2021-건축과-용도변경허가-60,강원도 원주시 지정면 판대리 555-4 외1필지,대,629,232.51,397.29,,일반철골구조,제1종근린생활시설,제2종근린생활시설,033-743-2743,종합건축사사무소 비전
신축,2021-신속허가과-신축허가-179,강원도 원주시 우산동 333-15,공장용지,"5,679","3,553.7","3,684.2",,일반철골구조,공장,,033-748-2526,건축사사무소 도원
용도변경,2021-건축과-용도변경허가-58,강원도 원주시 학성동 10-2 외3필지,답,"3,842",490,490,,일반철골구조,자동차관련시설,매매장,0337476390,(주)기림건축사사무소
신축,2021-신속허가과-신축허가-178,강원도 원주시 귀래면 운계리 815-6,답,"1,025",341.1,446.1,,일반철골구조,제2종근린생활시설,제조시설,033-743-2743,종합건축사사무소 비전
신축,2021-신속허가과-신축허가-177,강원도 원주시 태장동 700-33 외1필지,대,"2,766",728.05,"1,209.13",,철근콘크리트구조,종교시설,성당,02-2231-3370,그림건축사사무소주식회사
증축,2021-신속허가과-증축허가-53,강원도 원주시 원동 295-8,대,"4,548","1,284.5","3,761.37",829.92,철골철근콘크리트구조,종교시설,,025616197,주/예인피앤에이치건축사사무소
용도변경,2021-건축과-용도변경허가-70,강원도 원주시 부론면 정산리 2061-16,대,639,60.75,108.78,,일반목구조,제2종근린생활시설,사무소,031-774-2688,(주)희우건축사사무소
신축,2021-신속허가과-신축허가-211,강원도 원주시 무실동 699-1,과수원,786,156.96,884.28,,철근콘크리트구조,제2종근린생활시설,"체력단련장, 사무소, 휴게음식점, 소매점",033-748-9658,(주)해인안전진단건축사사무소
신축,2021-신속허가과-신축허가-209,강원도 원주시 흥업면 흥업리 산 4-1 외13필지,임야,"2,996",420.75,420.75,,경량철골구조,단독주택,,033-748-2526,건축사사무소 도원
신축,2021-신속허가과-신축허가-210,강원도 원주시 소초면 학곡리 1021-1,대,428,160.3,228.48,,일반철골구조,단독주택,다가구주택/일반음식점,033-748-4214,건축사사무소 담아
신축,2021-건축과-협의건축물-1,강원도 원주시 우산동 206-31 외2필지,대,608.8,304.9,"1,034.91",,철근콘크리트구조,공동주택,도시형생활주택(근린생활시설 및 도시형생활주택),,율건축사사무소
증축,2021-신속허가과-증축허가-52,강원도 원주시 소초면 학곡리 855,대,740,290.78,496.66,196.94,철근콘크리트구조,단독주택,단독주택,,건축사사무소 보이드
신축,2021-안전도시과-신축허가-78,강원도 원주시 단구동 627-19 외4필지,답,"1,488",399.05,"1,848.01",,철근콘크리트구조,제1종근린생활시설,제1종근린생활시설 및 제2종근린생활시설,033-748-8845,가산종합건축사사무소
신축,2021-신속허가과-신축허가-207,강원도 원주시 일산동 234-13,대,237.4,140.78,472.27,,철근콘크리트구조,제2종근린생활시설,단독주택 및 근린생활시설,,건축사사무소 보이드
신축,2021-신속허가과-신축허가-208,강원도 원주시 지정면 신평리 1140-6,대,357,98.35,191.9,,철근콘크리트구조,단독주택,,033-743-9041,남일건축사사무소
대수선,2021-신속허가과-대수선허가-3,강원도 원주시 일산동 121-2,대,831,446.06,"1,935.86",,철근콘크리트구조,업무시설,일반업무시설,02-544-7495,한섬종합건축사사무소
신축,2021-안전도시과-신축허가-76,강원도 원주시 반곡동 1822-57,대,325.2,72.33,138.66,,일반철골구조,단독주택,,033-253-9500,강인건축사사무소
신축,2021-안전도시과-신축허가-77,강원도 원주시 반곡동 1822-56,대,398.5,147.68,206.04,,철근콘크리트구조,단독주택,,033-253-9500,강인건축사사무소
신축,2021-신속허가과-신축허가-206,강원도 원주시 부론면 노림리 1267,답,"4,050","2,343","2,343",,경량철골구조,동.식물관련시설,축사,033-748-4214,건축사사무소 담아
신축,2021-신속허가과-신축허가-205,강원도 원주시 흥업면 흥업리 473,답,536,171.84,236.75,,철근콘크리트구조,단독주택,,033-747-0447,동성건축사사무소
신축,2021-안전도시과-신축허가-75,강원도 원주시 반곡동 2031-21,대,272.1,108.7,185.66,,철근콘크리트구조,단독주택,,033-432-5881,최정렬 건축사사무소
증축,2021-신속허가과-증축허가-51,강원도 원주시 지정면 가곡리 1283-4,대,"20,860.2","3,276.84","9,056.93",655.76,철근콘크리트구조,공장,,02-577-8486,(주)디엠씨종합건축사사무소
용도변경,2021-건축과-용도변경허가-69,강원도 원주시 무실동 822-14,대,435,22.44,22.44,,일반목구조,제1종근린생활시설,사무소,033-743-5841,태기건축사사무소
신축,2021-신속허가과-신축허가-203,강원도 원주시 단계동 673-1,답,910,181.68,181.68,,경량철골구조,자동차관련시설,"세차장,사무실",033-743-9041,남일건축사사무소
신축,2021-신속허가과-신축허가-204,강원도 원주시 봉산동 451-5,대,364,71.38,197.78,,철근콘크리트구조,단독주택,,033-732-0120,정림 건축사사무소
증축,2021-신속허가과-증축허가-49,강원도 원주시 지정면 가곡리 1445-3,대,348,194.45,599.16,105.42,철근콘크리트구조,단독주택,,033-747-1806,태인도시ENC종합건축사사무소
증축,2021-신속허가과-증축허가-50,강원도 원주시 소초면 평장리 791-3 외1필지,종교용지,"2,468",592.05,592.05,175.79,일반철골구조,종교시설,사무소,033-746-0467,조화 건축사사무소
용도변경,2021-건축과-용도변경허가-68,강원도 원주시 부론면 단강리 158,대,"1,306",138.81,138.81,,벽돌구조,제2종근린생활시설,사무소,033-732-0120,정림 건축사사무소
신축,2021-안전도시과-신축허가-73,강원도 원주시 단구동 851-27,임야,232,137.83,541.66,,철근콘크리트구조,단독주택,단독주택 및 근린생활시설,,건축사사무소 보이드
신축,2021-안전도시과-신축허가-74,강원도 원주시 관설동 산 173-14,임야,"1,640",264.1,537.44,,일반철골구조,제2종근린생활시설,,033-746-3642,한울종합건축사사무소
신축,2021-신속허가과-신축허가-202,강원도 원주시 호저면 주산리 1425,답,"1,860",336,479.25,,일반철골구조,제2종근린생활시설,제조업소,033-748-7345,계명건축사사무소
증축,2021-안전도시과-증축허가-4,강원도 원주시 관설동 445 외1필지,대,"3,632","1,089.9","2,125.68",128.71,경량철골구조,노유자시설,아동복지시설,,주식회사 토펙건축사사무소
신축,2021-신속허가과-신축허가-199,강원도 원주시 일산동 326-5 외1필지,대,619,307.63,791.46,,철근콘크리트구조,제2종근린생활시설,제1종근린생활시설,033-746-8564,건축사사무소대원
신축,2021-신속허가과-신축허가-200,강원도 원주시 지정면 가곡리 1547-8,대,436.7,216.27,291.06,,철근콘크리트구조,단독주택,,033-731-0854,건축사사무소 한
신축,2021-신속허가과-신축허가-201,강원도 원주시 명륜동 307-9,대,254.3,103.94,148.94,,일반목구조,단독주택,단독주택,033-761-2600,삼예건축사사무소
신축,2021-안전도시과-신축허가-72,강원도 원주시 단구동 148-33 외1필지,대,280,183.54,806.57,,철근콘크리트구조,단독주택,"(다가구), 제2종근린생활시설(사무소)",,비케이건축사사무소
신축,2021-안전도시과-신축허가-71,강원도 원주시 관설동 1353 외4필지,답,"2,548",953.47,"1,826.59",,철근콘크리트구조,운동시설,골프연습장 및 근린생활시설,033)765-6111,건축사사무소조형
신축,2021-신속허가과-신축허가-198,강원도 원주시 우산동 218-9,답,299,175.93,526.2,,철근콘크리트구조,단독주택,다가구주택 및 근린생활시설,033-748-2526,건축사사무소 도원
신축,2021-신속허가과-신축허가-196,강원도 원주시 호저면 만종리 295,전,975,188.16,295.92,,일반철골구조,제1종근린생활시설,휴게음식점,033-746-8564,건축사사무소 대원
신축,2021-신속허가과-신축허가-197,강원도 원주시 봉산동 572-3,임야,"1,812",265.68,265.68,,경량철골구조,제2종근린생활시설,사무소,033-735-6799,대들보 건축사사무소
용도변경,2021-건축과-용도변경허가-66,강원도 원주시 학성동 1061-5,대,"2,940","1,520.53","10,505.55",,일반철골구조,제1종근린생활시설,"2종근린생활시설,교육연구및복지시설,운동시설",033-766-2096,아세아종합건축사사무소
용도변경,2021-건축과-용도변경허가-67,강원도 원주시 단계동 1117-3,대,668.1,458.12,"3,379.25",,일반철골구조,제2종근린생활시설,"제1종근린생활시설,업무시설",,0
